Enter value for shuffling:Iterator=1, queue=1, depth=0
Iterator=25426, queue=18684, depth=24413
Iterator=25427, queue=18685, depth=24414
Iterator=25428, queue=18687, depth=24415
Iterator=25429, queue=18688, depth=24416
Iterator=25430, queue=18688, depth=24417
Iterator=25431, queue=18689, depth=24418
Iterator=25432, queue=18689, depth=24419
Iterator=25433, queue=18690, depth=24420
Iterator=25434, queue=18692, depth=24421
Iterator=25435, queue=18693, depth=24422
Iterator=25436, queue=18693, depth=24423
Iterator=25437, queue=18694, depth=24424
Iterator=25438, queue=18694, depth=24425
Iterator=25439, queue=18695, depth=24426
Iterator=25440, queue=18697, depth=24427
Iterator=25441, queue=18698, depth=24428
Iterator=25442, queue=18698, depth=24429
Iterator=25443, queue=18699, depth=24430
Iterator=25444, queue=18699, depth=24431
Iterator=25445, queue=18700, depth=24432
Iterator=25446, queue=18702, depth=24433
Iterator=25447, queue=18703, depth=24434
Iterator=25448, queue=18703, depth=24435
Iterator=25449, queue=18704, depth=24436
Iterator=25450, queue=18704, depth=24437
Iterator=25451, queue=18705, depth=24438
Iterator=25452, queue=18707, depth=24439
Iterator=25453, queue=18708, depth=24440
Iterator=25454, queue=18708, depth=24441
Iterator=25455, queue=18708, depth=24442
Iterator=25456, queue=18710, depth=24443
Iterator=25457, queue=18711, depth=24444
Iterator=25458, queue=18711, depth=24445
Iterator=25459, queue=18711, depth=24446
Iterator=25460, queue=18711, depth=24447
Iterator=25461, queue=18712, depth=24448
Iterator=25462, queue=18714, depth=24449
Iterator=25463, queue=18715, depth=24450
Iterator=25464, queue=18715, depth=24451
Iterator=25465, queue=18716, depth=24452
Iterator=25466, queue=18716, depth=24453
Iterator=25467, queue=18717, depth=24454
Iterator=25468, queue=18719, depth=24455
Iterator=25469, queue=18720, depth=24456
Iterator=25470, queue=18719, depth=24456
Iterator=25471, queue=18719, depth=24457
Iterator=25472, queue=18720, depth=24458
Iterator=25473, queue=18720, depth=24459
Iterator=25474, queue=18720, depth=24460
Iterator=25475, queue=18720, depth=24461
Iterator=25476, queue=18721, depth=24462
Iterator=25477, queue=18721, depth=24463
Iterator=25478, queue=18722, depth=24464
Iterator=25479, queue=18724, depth=24465
Iterator=25480, queue=18725, depth=24466
Iterator=25481, queue=18724, depth=24466
Iterator=25482, queue=18723, depth=24465
Iterator=25483, queue=18724, depth=24466
Iterator=25484, queue=18724, depth=24467
Iterator=25485, queue=18725, depth=24468
Iterator=25486, queue=18727, depth=24469
Iterator=25487, queue=18728, depth=24470
Iterator=25488, queue=18728, depth=24471
Iterator=25489, queue=18729, depth=24472
Iterator=25490, queue=18729, depth=24473
Iterator=25491, queue=18730, depth=24474
Iterator=25492, queue=18732, depth=24475
Iterator=25493, queue=18733, depth=24476
Iterator=25494, queue=18732, depth=24476
Iterator=25495, queue=18732, depth=24477
Iterator=25496, queue=18732, depth=24478
Iterator=25497, queue=18734, depth=24479
Iterator=25498, queue=18735, depth=24480
Iterator=25499, queue=18735, depth=24481
Iterator=25500, queue=18736, depth=24482
Iterator=25501, queue=18736, depth=24483
Iterator=25502, queue=18737, depth=24484
Iterator=25503, queue=18739, depth=24485
Iterator=25504, queue=18740, depth=24486
Iterator=25505, queue=18740, depth=24487
Iterator=25506, queue=18740, depth=24488
Iterator=25507, queue=18740, depth=24489
Iterator=25508, queue=18741, depth=24490
Iterator=25509, queue=18743, depth=24491
Iterator=25510, queue=18744, depth=24492
Iterator=25511, queue=18744, depth=24493
Iterator=25512, queue=18745, depth=24494
Iterator=25513, queue=18745, depth=24495
Iterator=25514, queue=18745, depth=24496
Iterator=25515, queue=18744, depth=24494
Iterator=25516, queue=18746, depth=24495
Iterator=25517, queue=18747, depth=24496
Iterator=25518, queue=18747, depth=24497
Iterator=25519, queue=18748, depth=24498
Iterator=25520, queue=18748, depth=24499
Iterator=25521, queue=18749, depth=24500
Iterator=25522, queue=18751, depth=24501
Iterator=25523, queue=18752, depth=24502
Iterator=25524, queue=18751, depth=24502
Iterator=25525, queue=18751, depth=24503
Iterator=25526, queue=18752, depth=24504
Iterator=25527, queue=18752, depth=24505
Iterator=25528, queue=18753, depth=24506
Iterator=25529, queue=18755, depth=24507
Iterator=25530, queue=18756, depth=24508
Iterator=25531, queue=18756, depth=24509
Iterator=25532, queue=18757, depth=24510
Iterator=25533, queue=18757, depth=24511
Iterator=25534, queue=18758, depth=24512
Iterator=25535, queue=18760, depth=24513
Iterator=25536, queue=18761, depth=24514
Iterator=25537, queue=18761, depth=24515
Iterator=25538, queue=18762, depth=24516
Iterator=25539, queue=18762, depth=24517
Iterator=25540, queue=18763, depth=24518
Iterator=25541, queue=18765, depth=24519
Iterator=25542, queue=18766, depth=24520
Iterator=25543, queue=18766, depth=24521
Iterator=25544, queue=18767, depth=24522
Iterator=25545, queue=18767, depth=24523
Iterator=25546, queue=18768, depth=24524
Iterator=25547, queue=18770, depth=24525
Iterator=25548, queue=18771, depth=24526
Iterator=25549, queue=18771, depth=24527
Iterator=25550, queue=18772, depth=24528
Iterator=25551, queue=18772, depth=24529
Iterator=25552, queue=18773, depth=24530
Iterator=25553, queue=18775, depth=24531
Iterator=25554, queue=18776, depth=24532
Iterator=25555, queue=18776, depth=24533
Iterator=25556, queue=18776, depth=24534
Iterator=25557, queue=18778, depth=24535
Iterator=25558, queue=18779, depth=24536
Iterator=25559, queue=18779, depth=24537
Iterator=25560, queue=18780, depth=24538
Iterator=25561, queue=18780, depth=24539
Iterator=25562, queue=18781, depth=24540
Iterator=25563, queue=18783, depth=24541
Iterator=25564, queue=18784, depth=24542
Iterator=25565, queue=18784, depth=24543
Iterator=25566, queue=18785, depth=24544
Iterator=25567, queue=18785, depth=24545
Iterator=25568, queue=18786, depth=24546
Iterator=25569, queue=18788, depth=24547
Iterator=25570, queue=18789, depth=24548
Iterator=25571, queue=18788, depth=24548
Iterator=25572, queue=18788, depth=24549
Iterator=25573, queue=18788, depth=24550
Iterator=25574, queue=18790, depth=24551
Iterator=25575, queue=18791, depth=24552
Iterator=25576, queue=18791, depth=24553
Iterator=25577, queue=18792, depth=24554
Iterator=25578, queue=18792, depth=24555
Iterator=25579, queue=18793, depth=24556
Iterator=25580, queue=18795, depth=24557
Iterator=25581, queue=18796, depth=24558
Iterator=25582, queue=18796, depth=24559
Iterator=25583, queue=18797, depth=24560
Iterator=25584, queue=18796, depth=24560
Iterator=25585, queue=18798, depth=24561
Iterator=25586, queue=18799, depth=24562
Iterator=25587, queue=18799, depth=24563
Iterator=25588, queue=18800, depth=24564
Iterator=25589, queue=18800, depth=24565
Iterator=25590, queue=18800, depth=24566
Iterator=25591, queue=18800, depth=24567
Iterator=25592, queue=18801, depth=24568
Iterator=25593, queue=18801, depth=24569
Iterator=25594, queue=18802, depth=24570
Iterator=25595, queue=18804, depth=24571
Iterator=25596, queue=18805, depth=24572
Iterator=25597, queue=18804, depth=24572
Iterator=25598, queue=18804, depth=24573
Iterator=25599, queue=18805, depth=24574
Iterator=25600, queue=18805, depth=24575
Iterator=25601, queue=18806, depth=24576
Iterator=25602, queue=18808, depth=24577
Iterator=25603, queue=18809, depth=24578
Iterator=25604, queue=18809, depth=24579
Iterator=25605, queue=18810, depth=24580
Iterator=25606, queue=18810, depth=24581
Iterator=25607, queue=18811, depth=24582
Iterator=25608, queue=18813, depth=24583
Iterator=25609, queue=18814, depth=24584
Iterator=25610, queue=18814, depth=24585
Iterator=25611, queue=18815, depth=24586
Iterator=25612, queue=18815, depth=24587
Iterator=25613, queue=18816, depth=24588
Iterator=25614, queue=18818, depth=24589
Iterator=25615, queue=18819, depth=24590
Iterator=25616, queue=18819, depth=24591
Iterator=25617, queue=18820, depth=24592
Iterator=25618, queue=18820, depth=24593
Iterator=25619, queue=18821, depth=24594
Iterator=25620, queue=18823, depth=24595
Iterator=25621, queue=18824, depth=24596
Iterator=25622, queue=18824, depth=24597
Iterator=25623, queue=18825, depth=24598
Iterator=25624, queue=18825, depth=24599
Iterator=25625, queue=18826, depth=24600
Iterator=25626, queue=18828, depth=24601
Iterator=25627, queue=18829, depth=24602
Iterator=25628, queue=18829, depth=24603
Iterator=25629, queue=18829, depth=24604
Iterator=25630, queue=18831, depth=24605
Iterator=25631, queue=18832, depth=24606
Iterator=25632, queue=18832, depth=24607
Iterator=25633, queue=18833, depth=24608
Iterator=25634, queue=18833, depth=24609
Iterator=25635, queue=18834, depth=24610
Iterator=25636, queue=18836, depth=24611
Iterator=25637, queue=18837, depth=24612
Iterator=25638, queue=18836, depth=24612
Iterator=25639, queue=18836, depth=24613
Iterator=25640, queue=18837, depth=24614
Iterator=25641, queue=18837, depth=24615
Iterator=25642, queue=18838, depth=24616
Iterator=25643, queue=18840, depth=24617
Iterator=25644, queue=18841, depth=24618
Iterator=25645, queue=18840, depth=24618
Iterator=25646, queue=18840, depth=24619
Iterator=25647, queue=18841, depth=24620
Iterator=25648, queue=18841, depth=24621
Iterator=25649, queue=18842, depth=24622
Iterator=25650, queue=18844, depth=24623
Iterator=25651, queue=18845, depth=24624
Iterator=25652, queue=18845, depth=24625
Iterator=25653, queue=18846, depth=24626
Iterator=25654, queue=18846, depth=24627
Iterator=25655, queue=18846, depth=24628
Iterator=25656, queue=18846, depth=24629
Iterator=25657, queue=18847, depth=24630
Iterator=25658, queue=18847, depth=24631
Iterator=25659, queue=18847, depth=24632
Iterator=25660, queue=18847, depth=24633
Iterator=25661, queue=18848, depth=24634
Iterator=25662, queue=18848, depth=24635
Iterator=25663, queue=18849, depth=24636
Iterator=25664, queue=18851, depth=24637
Iterator=25665, queue=18852, depth=24638
Iterator=25666, queue=18852, depth=24639
Iterator=25667, queue=18853, depth=24640
Iterator=25668, queue=18853, depth=24641
Iterator=25669, queue=18853, depth=24642
Iterator=25670, queue=18853, depth=24643
Iterator=25671, queue=18854, depth=24644
Iterator=25672, queue=18854, depth=24645
Iterator=25673, queue=18855, depth=24646
Iterator=25674, queue=18857, depth=24647
Iterator=25675, queue=18858, depth=24648
Iterator=25676, queue=18858, depth=24649
Iterator=25677, queue=18859, depth=24650
Iterator=25678, queue=18859, depth=24651
Iterator=25679, queue=18860, depth=24652
Iterator=25680, queue=18862, depth=24653
Iterator=25681, queue=18863, depth=24654
Iterator=25682, queue=18863, depth=24655
Iterator=25683, queue=18864, depth=24656
Iterator=25684, queue=18864, depth=24657
Iterator=25685, queue=18865, depth=24658
Iterator=25686, queue=18867, depth=24659
Iterator=25687, queue=18868, depth=24660
Iterator=25688, queue=18868, depth=24661
Iterator=25689, queue=18869, depth=24662
Iterator=25690, queue=18869, depth=24663
Iterator=25691, queue=18870, depth=24664
Iterator=25692, queue=18872, depth=24665
Iterator=25693, queue=18873, depth=24666
Iterator=25694, queue=18873, depth=24667
Iterator=25695, queue=18874, depth=24668
Iterator=25696, queue=18874, depth=24669
Iterator=25697, queue=18875, depth=24670
Iterator=25698, queue=18877, depth=24671
Iterator=25699, queue=18878, depth=24672
Iterator=25700, queue=18878, depth=24673
Iterator=25701, queue=18878, depth=24674
Iterator=25702, queue=18880, depth=24675
Iterator=25703, queue=18881, depth=24676
Iterator=25704, queue=18881, depth=24677
Iterator=25705, queue=18882, depth=24678
Iterator=25706, queue=18882, depth=24679
Iterator=25707, queue=18883, depth=24680
Iterator=25708, queue=18885, depth=24681
Iterator=25709, queue=18886, depth=24682
Iterator=25710, queue=18885, depth=24682
Iterator=25711, queue=18884, depth=24681
Iterator=25712, queue=18885, depth=24682
Iterator=25713, queue=18885, depth=24683
Iterator=25714, queue=18885, depth=24684
Iterator=25715, queue=18885, depth=24685
Iterator=25716, queue=18885, depth=24686
Iterator=25717, queue=18887, depth=24687
Iterator=25718, queue=18888, depth=24688
Iterator=25719, queue=18888, depth=24689
Iterator=25720, queue=18888, depth=24690
Iterator=25721, queue=18888, depth=24691
Iterator=25722, queue=18889, depth=24692
Iterator=25723, queue=18891, depth=24693
Iterator=25724, queue=18892, depth=24694
Iterator=25725, queue=18892, depth=24695
Iterator=25726, queue=18893, depth=24696
Iterator=25727, queue=18893, depth=24697
Iterator=25728, queue=18894, depth=24698
Iterator=25729, queue=18896, depth=24699
Iterator=25730, queue=18897, depth=24700
Iterator=25731, queue=18897, depth=24701
Iterator=25732, queue=18898, depth=24702
Iterator=25733, queue=18898, depth=24703
Iterator=25734, queue=18898, depth=24704
Iterator=25735, queue=18898, depth=24705
Iterator=25736, queue=18899, depth=24706
Iterator=25737, queue=18899, depth=24707
Iterator=25738, queue=18900, depth=24708
Iterator=25739, queue=18902, depth=24709
Iterator=25740, queue=18903, depth=24710
Iterator=25741, queue=18903, depth=24711
Iterator=25742, queue=18904, depth=24712
Iterator=25743, queue=18904, depth=24713
Iterator=25744, queue=18905, depth=24714
Iterator=25745, queue=18907, depth=24715
Iterator=25746, queue=18908, depth=24716
Iterator=25747, queue=18907, depth=24716
Iterator=25748, queue=18907, depth=24717
Iterator=25749, queue=18908, depth=24718
Iterator=25750, queue=18908, depth=24719
Iterator=25751, queue=18909, depth=24720
Iterator=25752, queue=18911, depth=24721
Iterator=25753, queue=18912, depth=24722
Iterator=25754, queue=18911, depth=24722
Iterator=25755, queue=18911, depth=24723
Iterator=25756, queue=18912, depth=24724
Iterator=25757, queue=18912, depth=24725
Iterator=25758, queue=18913, depth=24726
Iterator=25759, queue=18915, depth=24727
Iterator=25760, queue=18916, depth=24728
Iterator=25761, queue=18916, depth=24729
Iterator=25762, queue=18917, depth=24730
Iterator=25763, queue=18917, depth=24731
Iterator=25764, queue=18918, depth=24732
Iterator=25765, queue=18920, depth=24733
Iterator=25766, queue=18921, depth=24734
Iterator=25767, queue=18921, depth=24735
Iterator=25768, queue=18922, depth=24736
Iterator=25769, queue=18922, depth=24737
Iterator=25770, queue=18923, depth=24738
Iterator=25771, queue=18925, depth=24739
Iterator=25772, queue=18926, depth=24740
Iterator=25773, queue=18926, depth=24741
Iterator=25774, queue=18927, depth=24742
Iterator=25775, queue=18927, depth=24743
Iterator=25776, queue=18928, depth=24744
Iterator=25777, queue=18930, depth=24745
Iterator=25778, queue=18931, depth=24746
Iterator=25779, queue=18931, depth=24747
Iterator=25780, queue=18932, depth=24748
Iterator=25781, queue=18932, depth=24749
Iterator=25782, queue=18933, depth=24750
Iterator=25783, queue=18935, depth=24751
Iterator=25784, queue=18936, depth=24752
Iterator=25785, queue=18936, depth=24753
Iterator=25786, queue=18936, depth=24754
Iterator=25787, queue=18938, depth=24755
Iterator=25788, queue=18939, depth=24756
Iterator=25789, queue=18939, depth=24757
Iterator=25790, queue=18940, depth=24758
Iterator=25791, queue=18940, depth=24759
Iterator=25792, queue=18941, depth=24760
Iterator=25793, queue=18943, depth=24761
Iterator=25794, queue=18944, depth=24762
Iterator=25795, queue=18944, depth=24763
Iterator=25796, queue=18945, depth=24764
Iterator=25797, queue=18945, depth=24765
Iterator=25798, queue=18946, depth=24766
Iterator=25799, queue=18948, depth=24767
Iterator=25800, queue=18949, depth=24768
Iterator=25801, queue=18948, depth=24768
Iterator=25802, queue=18948, depth=24769
Iterator=25803, queue=18949, depth=24770
Iterator=25804, queue=18949, depth=24771
Iterator=25805, queue=18950, depth=24772
Iterator=25806, queue=18952, depth=24773
Iterator=25807, queue=18953, depth=24774
Iterator=25808, queue=18953, depth=24775
Iterator=25809, queue=18954, depth=24776
Iterator=25810, queue=18954, depth=24777
Iterator=25811, queue=18954, depth=24778
Iterator=25812, queue=18954, depth=24779
Iterator=25813, queue=18955, depth=24780
Iterator=25814, queue=18955, depth=24781
Iterator=25815, queue=18956, depth=24782
Iterator=25816, queue=18958, depth=24783
Iterator=25817, queue=18959, depth=24784
Iterator=25818, queue=18959, depth=24785
Iterator=25819, queue=18960, depth=24786
Iterator=25820, queue=18960, depth=24787
Iterator=25821, queue=18960, depth=24788
Iterator=25822, queue=18959, depth=24786
Iterator=25823, queue=18961, depth=24787
Iterator=25824, queue=18962, depth=24788
Iterator=25825, queue=18961, depth=24788
Iterator=25826, queue=18961, depth=24789
Iterator=25827, queue=18962, depth=24790
Iterator=25828, queue=18962, depth=24791
Iterator=25829, queue=18963, depth=24792
Iterator=25830, queue=18965, depth=24793
Iterator=25831, queue=18966, depth=24794
Iterator=25832, queue=18966, depth=24795
Iterator=25833, queue=18967, depth=24796
Iterator=25834, queue=18967, depth=24797
Iterator=25835, queue=18967, depth=24798
Iterator=25836, queue=18966, depth=24796
Iterator=25837, queue=18968, depth=24797
Iterator=25838, queue=18969, depth=24798
Iterator=25839, queue=18969, depth=24799
Iterator=25840, queue=18970, depth=24800
Iterator=25841, queue=18970, depth=24801
Iterator=25842, queue=18971, depth=24802
Iterator=25843, queue=18973, depth=24803
Iterator=25844, queue=18974, depth=24804
Iterator=25845, queue=18974, depth=24805
Iterator=25846, queue=18975, depth=24806
Iterator=25847, queue=18974, depth=24806
Iterator=25848, queue=18976, depth=24807
Iterator=25849, queue=18977, depth=24808
Iterator=25850, queue=18977, depth=24809
Iterator=25851, queue=18978, depth=24810
Iterator=25852, queue=18978, depth=24811
Iterator=25853, queue=18979, depth=24812
Iterator=25854, queue=18981, depth=24813
Iterator=25855, queue=18982, depth=24814
Iterator=25856, queue=18982, depth=24815
Iterator=25857, queue=18983, depth=24816
Iterator=25858, queue=18983, depth=24817
Iterator=25859, queue=18983, depth=24818
Iterator=25860, queue=18983, depth=24819
Iterator=25861, queue=18983, depth=24820
Iterator=25862, queue=18983, depth=24821
Iterator=25863, queue=18984, depth=24822
Iterator=25864, queue=18986, depth=24823
Iterator=25865, queue=18987, depth=24824
Iterator=25866, queue=18987, depth=24825
Iterator=25867, queue=18988, depth=24826
Iterator=25868, queue=18988, depth=24827
Iterator=25869, queue=18989, depth=24828
Iterator=25870, queue=18991, depth=24829
Iterator=25871, queue=18992, depth=24830
Iterator=25872, queue=18992, depth=24831
Iterator=25873, queue=18993, depth=24832
Iterator=25874, queue=18993, depth=24833
Iterator=25875, queue=18994, depth=24834
Iterator=25876, queue=18996, depth=24835
Iterator=25877, queue=18997, depth=24836
Iterator=25878, queue=18997, depth=24837
Iterator=25879, queue=18998, depth=24838
Iterator=25880, queue=18998, depth=24839
Iterator=25881, queue=18999, depth=24840
Iterator=25882, queue=19001, depth=24841
Iterator=25883, queue=19002, depth=24842
Iterator=25884, queue=19002, depth=24843
Iterator=25885, queue=19003, depth=24844
Iterator=25886, queue=19003, depth=24845
Iterator=25887, queue=19004, depth=24846
Iterator=25888, queue=19006, depth=24847
Iterator=25889, queue=19007, depth=24848
Iterator=25890, queue=19007, depth=24849
Iterator=25891, queue=19007, depth=24850
Iterator=25892, queue=19009, depth=24851
Iterator=25893, queue=19010, depth=24852
Iterator=25894, queue=19010, depth=24853
Iterator=25895, queue=19011, depth=24854
Iterator=25896, queue=19011, depth=24855
Iterator=25897, queue=19012, depth=24856
Iterator=25898, queue=19014, depth=24857
Iterator=25899, queue=19015, depth=24858
Iterator=25900, queue=19015, depth=24859
Iterator=25901, queue=19016, depth=24860
Iterator=25902, queue=19016, depth=24861
Iterator=25903, queue=19017, depth=24862
Iterator=25904, queue=19019, depth=24863
Iterator=25905, queue=19020, depth=24864
Iterator=25906, queue=19019, depth=24864
Iterator=25907, queue=19019, depth=24865
Iterator=25908, queue=19019, depth=24866
Iterator=25909, queue=19019, depth=24867
Iterator=25910, queue=19019, depth=24868
Iterator=25911, queue=19019, depth=24869
Iterator=25912, queue=19020, depth=24870
Iterator=25913, queue=19020, depth=24871
Iterator=25914, queue=19021, depth=24872
Iterator=25915, queue=19023, depth=24873
Iterator=25916, queue=19024, depth=24874
Iterator=25917, queue=19024, depth=24875
Iterator=25918, queue=19024, depth=24876
Iterator=25919, queue=19026, depth=24877
Iterator=25920, queue=19027, depth=24878
Iterator=25921, queue=19027, depth=24879
Iterator=25922, queue=19028, depth=24880
Iterator=25923, queue=19028, depth=24881
Iterator=25924, queue=19029, depth=24882
Iterator=25925, queue=19031, depth=24883
Iterator=25926, queue=19032, depth=24884
Iterator=25927, queue=19032, depth=24885
Iterator=25928, queue=19033, depth=24886
Iterator=25929, queue=19033, depth=24887
Iterator=25930, queue=19034, depth=24888
Iterator=25931, queue=19036, depth=24889
Iterator=25932, queue=19037, depth=24890
Iterator=25933, queue=19037, depth=24891
Iterator=25934, queue=19038, depth=24892
Iterator=25935, queue=19038, depth=24893
Iterator=25936, queue=19039, depth=24894
Iterator=25937, queue=19041, depth=24895
Iterator=25938, queue=19042, depth=24896
Iterator=25939, queue=19042, depth=24897
Iterator=25940, queue=19043, depth=24898
Iterator=25941, queue=19043, depth=24899
Iterator=25942, queue=19044, depth=24900
Iterator=25943, queue=19046, depth=24901
Iterator=25944, queue=19047, depth=24902
Iterator=25945, queue=19047, depth=24903
Iterator=25946, queue=19048, depth=24904
Iterator=25947, queue=19047, depth=24904
Iterator=25948, queue=19049, depth=24905
Iterator=25949, queue=19050, depth=24906
Iterator=25950, queue=19050, depth=24907
Iterator=25951, queue=19051, depth=24908
Iterator=25952, queue=19051, depth=24909
Iterator=25953, queue=19052, depth=24910
Iterator=25954, queue=19054, depth=24911
Iterator=25955, queue=19055, depth=24912
Iterator=25956, queue=19055, depth=24913
Iterator=25957, queue=19056, depth=24914
Iterator=25958, queue=19056, depth=24915
Iterator=25959, queue=19057, depth=24916
Iterator=25960, queue=19059, depth=24917
Iterator=25961, queue=19060, depth=24918
Iterator=25962, queue=19059, depth=24918
Iterator=25963, queue=19058, depth=24917
Iterator=25964, queue=19059, depth=24918
Iterator=25965, queue=19059, depth=24919
Iterator=25966, queue=19059, depth=24920
Iterator=25967, queue=19059, depth=24921
Iterator=25968, queue=19059, depth=24922
Iterator=25969, queue=19059, depth=24923
Iterator=25970, queue=19059, depth=24924
Iterator=25971, queue=19059, depth=24925
Iterator=25972, queue=19060, depth=24926
Iterator=25973, queue=19060, depth=24927
Iterator=25974, queue=19061, depth=24928
Iterator=25975, queue=19063, depth=24929
Iterator=25976, queue=19064, depth=24930
Iterator=25977, queue=19063, depth=24930
Iterator=25978, queue=19063, depth=24931
Iterator=25979, queue=19063, depth=24932
Iterator=25980, queue=19065, depth=24933
Iterator=25981, queue=19066, depth=24934
Iterator=25982, queue=19066, depth=24935
Iterator=25983, queue=19067, depth=24936
Iterator=25984, queue=19067, depth=24937
Iterator=25985, queue=19067, depth=24938
Iterator=25986, queue=19067, depth=24939
Iterator=25987, queue=19068, depth=24940
Iterator=25988, queue=19068, depth=24941
Iterator=25989, queue=19069, depth=24942
Iterator=25990, queue=19071, depth=24943
Iterator=25991, queue=19072, depth=24944
Iterator=25992, queue=19072, depth=24945
Iterator=25993, queue=19073, depth=24946
Iterator=25994, queue=19073, depth=24947
Iterator=25995, queue=19074, depth=24948
Iterator=25996, queue=19076, depth=24949
Iterator=25997, queue=19077, depth=24950
Iterator=25998, queue=19076, depth=24950
Iterator=25999, queue=19076, depth=24951
Iterator=26000, queue=19077, depth=24952
Iterator=26001, queue=19077, depth=24953
Iterator=26002, queue=19078, depth=24954
Iterator=26003, queue=19080, depth=24955
Iterator=26004, queue=19081, depth=24956
Iterator=26005, queue=19081, depth=24957
Iterator=26006, queue=19081, depth=24958
Iterator=26007, queue=19081, depth=24959
Iterator=26008, queue=19081, depth=24960
Iterator=26009, queue=19081, depth=24961
Iterator=26010, queue=19082, depth=24962
Iterator=26011, queue=19082, depth=24963
Iterator=26012, queue=19083, depth=24964
Iterator=26013, queue=19085, depth=24965
Iterator=26014, queue=19086, depth=24966
Iterator=26015, queue=19086, depth=24967
Iterator=26016, queue=19087, depth=24968
Iterator=26017, queue=19087, depth=24969
Iterator=26018, queue=19088, depth=24970
Iterator=26019, queue=19090, depth=24971
Iterator=26020, queue=19091, depth=24972
Iterator=26021, queue=19091, depth=24973
Iterator=26022, queue=19092, depth=24974
Iterator=26023, queue=19092, depth=24975
Iterator=26024, queue=19093, depth=24976
Iterator=26025, queue=19095, depth=24977
Iterator=26026, queue=19096, depth=24978
Iterator=26027, queue=19096, depth=24979
Iterator=26028, queue=19097, depth=24980
Iterator=26029, queue=19097, depth=24981
Iterator=26030, queue=19098, depth=24982
Iterator=26031, queue=19100, depth=24983
Iterator=26032, queue=19101, depth=24984
Iterator=26033, queue=19101, depth=24985
Iterator=26034, queue=19102, depth=24986
Iterator=26035, queue=19102, depth=24987
Iterator=26036, queue=19102, depth=24988
Iterator=26037, queue=19101, depth=24986
Iterator=26038, queue=19103, depth=24987
Iterator=26039, queue=19104, depth=24988
Iterator=26040, queue=19104, depth=24989
Iterator=26041, queue=19105, depth=24990
Iterator=26042, queue=19105, depth=24991
Iterator=26043, queue=19105, depth=24992
Iterator=26044, queue=19104, depth=24990
Iterator=26045, queue=19106, depth=24991
Iterator=26046, queue=19107, depth=24992
Iterator=26047, queue=19106, depth=24992
Iterator=26048, queue=19106, depth=24993
Iterator=26049, queue=19106, depth=24994
Iterator=26050, queue=19106, depth=24995
Iterator=26051, queue=19107, depth=24996
Iterator=26052, queue=19109, depth=24997
Iterator=26053, queue=19110, depth=24998
Iterator=26054, queue=19110, depth=24999
Iterator=26055, queue=19111, depth=25000
Iterator=26056, queue=19111, depth=25001
Iterator=26057, queue=19112, depth=25002
Iterator=26058, queue=19114, depth=25003
Iterator=26059, queue=19115, depth=25004
Iterator=26060, queue=19114, depth=25004
Iterator=26061, queue=19114, depth=25005
Iterator=26062, queue=19115, depth=25006
Iterator=26063, queue=19115, depth=25007
Iterator=26064, queue=19116, depth=25008
Iterator=26065, queue=19118, depth=25009
Iterator=26066, queue=19119, depth=25010
Iterator=26067, queue=19118, depth=25010
Iterator=26068, queue=19118, depth=25011
Iterator=26069, queue=19119, depth=25012
Iterator=26070, queue=19119, depth=25013
Iterator=26071, queue=19120, depth=25014
Iterator=26072, queue=19122, depth=25015
Iterator=26073, queue=19123, depth=25016
Iterator=26074, queue=19123, depth=25017
Iterator=26075, queue=19124, depth=25018
Iterator=26076, queue=19124, depth=25019
Iterator=26077, queue=19125, depth=25020
Iterator=26078, queue=19127, depth=25021
Iterator=26079, queue=19128, depth=25022
Iterator=26080, queue=19127, depth=25022
Iterator=26081, queue=19126, depth=25021
Iterator=26082, queue=19127, depth=25022
Iterator=26083, queue=19127, depth=25023
Iterator=26084, queue=19127, depth=25024
Iterator=26085, queue=19127, depth=25025
Iterator=26086, queue=19127, depth=25026
Iterator=26087, queue=19129, depth=25027
Iterator=26088, queue=19130, depth=25028
Iterator=26089, queue=19130, depth=25029
Iterator=26090, queue=19131, depth=25030
Iterator=26091, queue=19131, depth=25031
Iterator=26092, queue=19132, depth=25032
Iterator=26093, queue=19134, depth=25033
Iterator=26094, queue=19135, depth=25034
Iterator=26095, queue=19134, depth=25034
Iterator=26096, queue=19133, depth=25033
Iterator=26097, queue=19134, depth=25034
Iterator=26098, queue=19134, depth=25035
Iterator=26099, queue=19134, depth=25036
Iterator=26100, queue=19134, depth=25037
Iterator=26101, queue=19134, depth=25038
Iterator=26102, queue=19136, depth=25039
Iterator=26103, queue=19137, depth=25040
Iterator=26104, queue=19137, depth=25041
Iterator=26105, queue=19138, depth=25042
Iterator=26106, queue=19138, depth=25043
Iterator=26107, queue=19139, depth=25044
Iterator=26108, queue=19141, depth=25045
Iterator=26109, queue=19142, depth=25046
Iterator=26110, queue=19142, depth=25047
Iterator=26111, queue=19143, depth=25048
Iterator=26112, queue=19143, depth=25049
Iterator=26113, queue=19144, depth=25050
Iterator=26114, queue=19146, depth=25051
Iterator=26115, queue=19147, depth=25052
Iterator=26116, queue=19147, depth=25053
Iterator=26117, queue=19148, depth=25054
Iterator=26118, queue=19148, depth=25055
Iterator=26119, queue=19149, depth=25056
Iterator=26120, queue=19151, depth=25057
Iterator=26121, queue=19152, depth=25058
Iterator=26122, queue=19152, depth=25059
Iterator=26123, queue=19153, depth=25060
