Enter value for shuffling:Iterator=1, queue=1, depth=0
Iterator=8936, queue=6883, depth=8689
Iterator=8937, queue=6884, depth=8690
Iterator=8938, queue=6884, depth=8691
Iterator=8939, queue=6884, depth=8692
Iterator=8940, queue=6884, depth=8693
Iterator=8941, queue=6885, depth=8694
Iterator=8942, queue=6885, depth=8695
Iterator=8943, queue=6886, depth=8696
Iterator=8944, queue=6888, depth=8697
Iterator=8945, queue=6889, depth=8698
Iterator=8946, queue=6889, depth=8699
Iterator=8947, queue=6890, depth=8700
Iterator=8948, queue=6890, depth=8701
Iterator=8949, queue=6891, depth=8702
Iterator=8950, queue=6893, depth=8703
Iterator=8951, queue=6894, depth=8704
Iterator=8952, queue=6893, depth=8704
Iterator=8953, queue=6893, depth=8705
Iterator=8954, queue=6894, depth=8706
Iterator=8955, queue=6894, depth=8707
Iterator=8956, queue=6895, depth=8708
Iterator=8957, queue=6897, depth=8709
Iterator=8958, queue=6898, depth=8710
Iterator=8959, queue=6898, depth=8711
Iterator=8960, queue=6899, depth=8712
Iterator=8961, queue=6898, depth=8712
Iterator=8962, queue=6900, depth=8713
Iterator=8963, queue=6901, depth=8714
Iterator=8964, queue=6901, depth=8715
Iterator=8965, queue=6902, depth=8716
Iterator=8966, queue=6902, depth=8717
Iterator=8967, queue=6903, depth=8718
Iterator=8968, queue=6905, depth=8719
Iterator=8969, queue=6906, depth=8720
Iterator=8970, queue=6906, depth=8721
Iterator=8971, queue=6907, depth=8722
Iterator=8972, queue=6907, depth=8723
Iterator=8973, queue=6907, depth=8724
Iterator=8974, queue=6906, depth=8722
Iterator=8975, queue=6908, depth=8723
Iterator=8976, queue=6909, depth=8724
Iterator=8977, queue=6909, depth=8725
Iterator=8978, queue=6910, depth=8726
Iterator=8979, queue=6910, depth=8727
Iterator=8980, queue=6911, depth=8728
Iterator=8981, queue=6913, depth=8729
Iterator=8982, queue=6914, depth=8730
Iterator=8983, queue=6914, depth=8731
Iterator=8984, queue=6915, depth=8732
Iterator=8985, queue=6915, depth=8733
Iterator=8986, queue=6915, depth=8734
Iterator=8987, queue=6915, depth=8735
Iterator=8988, queue=6916, depth=8736
Iterator=8989, queue=6916, depth=8737
Iterator=8990, queue=6917, depth=8738
Iterator=8991, queue=6919, depth=8739
Iterator=8992, queue=6920, depth=8740
Iterator=8993, queue=6920, depth=8741
Iterator=8994, queue=6921, depth=8742
Iterator=8995, queue=6921, depth=8743
Iterator=8996, queue=6922, depth=8744
Iterator=8997, queue=6924, depth=8745
Iterator=8998, queue=6925, depth=8746
Iterator=8999, queue=6925, depth=8747
Iterator=9000, queue=6926, depth=8748
Iterator=9001, queue=6926, depth=8749
Iterator=9002, queue=6927, depth=8750
Iterator=9003, queue=6929, depth=8751
Iterator=9004, queue=6930, depth=8752
Iterator=9005, queue=6930, depth=8753
Iterator=9006, queue=6931, depth=8754
Iterator=9007, queue=6931, depth=8755
Iterator=9008, queue=6932, depth=8756
Iterator=9009, queue=6934, depth=8757
Iterator=9010, queue=6935, depth=8758
Iterator=9011, queue=6934, depth=8758
Iterator=9012, queue=6934, depth=8759
Iterator=9013, queue=6935, depth=8760
Iterator=9014, queue=6935, depth=8761
Iterator=9015, queue=6936, depth=8762
Iterator=9016, queue=6938, depth=8763
Iterator=9017, queue=6939, depth=8764
Iterator=9018, queue=6939, depth=8765
Iterator=9019, queue=6940, depth=8766
Iterator=9020, queue=6940, depth=8767
Iterator=9021, queue=6941, depth=8768
Iterator=9022, queue=6943, depth=8769
Iterator=9023, queue=6944, depth=8770
Iterator=9024, queue=6944, depth=8771
Iterator=9025, queue=6945, depth=8772
Iterator=9026, queue=6945, depth=8773
Iterator=9027, queue=6946, depth=8774
Iterator=9028, queue=6948, depth=8775
Iterator=9029, queue=6949, depth=8776
Iterator=9030, queue=6949, depth=8777
Iterator=9031, queue=6950, depth=8778
Iterator=9032, queue=6950, depth=8779
Iterator=9033, queue=6951, depth=8780
Iterator=9034, queue=6953, depth=8781
Iterator=9035, queue=6954, depth=8782
Iterator=9036, queue=6954, depth=8783
Iterator=9037, queue=6955, depth=8784
Iterator=9038, queue=6955, depth=8785
Iterator=9039, queue=6955, depth=8786
Iterator=9040, queue=6955, depth=8787
Iterator=9041, queue=6956, depth=8788
Iterator=9042, queue=6956, depth=8789
Iterator=9043, queue=6956, depth=8790
Iterator=9044, queue=6956, depth=8791
Iterator=9045, queue=6957, depth=8792
Iterator=9046, queue=6957, depth=8793
Iterator=9047, queue=6958, depth=8794
Iterator=9048, queue=6960, depth=8795
Iterator=9049, queue=6961, depth=8796
Iterator=9050, queue=6961, depth=8797
Iterator=9051, queue=6962, depth=8798
Iterator=9052, queue=6962, depth=8799
Iterator=9053, queue=6963, depth=8800
Iterator=9054, queue=6965, depth=8801
Iterator=9055, queue=6966, depth=8802
Iterator=9056, queue=6965, depth=8802
Iterator=9057, queue=6965, depth=8803
Iterator=9058, queue=6966, depth=8804
Iterator=9059, queue=6966, depth=8805
Iterator=9060, queue=6967, depth=8806
Iterator=9061, queue=6969, depth=8807
Iterator=9062, queue=6970, depth=8808
Iterator=9063, queue=6970, depth=8809
Iterator=9064, queue=6971, depth=8810
Iterator=9065, queue=6971, depth=8811
Iterator=9066, queue=6972, depth=8812
Iterator=9067, queue=6974, depth=8813
Iterator=9068, queue=6975, depth=8814
Iterator=9069, queue=6975, depth=8815
Iterator=9070, queue=6976, depth=8816
Iterator=9071, queue=6976, depth=8817
Iterator=9072, queue=6977, depth=8818
Iterator=9073, queue=6979, depth=8819
Iterator=9074, queue=6980, depth=8820
Iterator=9075, queue=6980, depth=8821
Iterator=9076, queue=6981, depth=8822
Iterator=9077, queue=6981, depth=8823
Iterator=9078, queue=6982, depth=8824
Iterator=9079, queue=6984, depth=8825
Iterator=9080, queue=6985, depth=8826
Iterator=9081, queue=6985, depth=8827
Iterator=9082, queue=6986, depth=8828
Iterator=9083, queue=6986, depth=8829
Iterator=9084, queue=6987, depth=8830
Iterator=9085, queue=6989, depth=8831
Iterator=9086, queue=6990, depth=8832
Iterator=9087, queue=6990, depth=8833
Iterator=9088, queue=6990, depth=8834
Iterator=9089, queue=6992, depth=8835
Iterator=9090, queue=6993, depth=8836
Iterator=9091, queue=6993, depth=8837
Iterator=9092, queue=6994, depth=8838
Iterator=9093, queue=6994, depth=8839
Iterator=9094, queue=6995, depth=8840
Iterator=9095, queue=6997, depth=8841
Iterator=9096, queue=6998, depth=8842
Iterator=9097, queue=6998, depth=8843
Iterator=9098, queue=6999, depth=8844
Iterator=9099, queue=6999, depth=8845
Iterator=9100, queue=7000, depth=8846
Iterator=9101, queue=7002, depth=8847
Iterator=9102, queue=7003, depth=8848
Iterator=9103, queue=7002, depth=8848
Iterator=9104, queue=7002, depth=8849
Iterator=9105, queue=7003, depth=8850
Iterator=9106, queue=7003, depth=8851
Iterator=9107, queue=7004, depth=8852
Iterator=9108, queue=7006, depth=8853
Iterator=9109, queue=7007, depth=8854
Iterator=9110, queue=7007, depth=8855
Iterator=9111, queue=7008, depth=8856
Iterator=9112, queue=7008, depth=8857
Iterator=9113, queue=7009, depth=8858
Iterator=9114, queue=7011, depth=8859
Iterator=9115, queue=7012, depth=8860
Iterator=9116, queue=7012, depth=8861
Iterator=9117, queue=7013, depth=8862
Iterator=9118, queue=7013, depth=8863
Iterator=9119, queue=7013, depth=8864
Iterator=9120, queue=7013, depth=8865
Iterator=9121, queue=7014, depth=8866
Iterator=9122, queue=7014, depth=8867
Iterator=9123, queue=7015, depth=8868
Iterator=9124, queue=7017, depth=8869
Iterator=9125, queue=7018, depth=8870
Iterator=9126, queue=7018, depth=8871
Iterator=9127, queue=7019, depth=8872
Iterator=9128, queue=7019, depth=8873
Iterator=9129, queue=7020, depth=8874
Iterator=9130, queue=7022, depth=8875
Iterator=9131, queue=7023, depth=8876
Iterator=9132, queue=7023, depth=8877
Iterator=9133, queue=7024, depth=8878
Iterator=9134, queue=7024, depth=8879
Iterator=9135, queue=7025, depth=8880
Iterator=9136, queue=7027, depth=8881
Iterator=9137, queue=7028, depth=8882
Iterator=9138, queue=7028, depth=8883
Iterator=9139, queue=7029, depth=8884
Iterator=9140, queue=7029, depth=8885
Iterator=9141, queue=7030, depth=8886
Iterator=9142, queue=7032, depth=8887
Iterator=9143, queue=7033, depth=8888
Iterator=9144, queue=7033, depth=8889
Iterator=9145, queue=7034, depth=8890
Iterator=9146, queue=7034, depth=8891
Iterator=9147, queue=7035, depth=8892
Iterator=9148, queue=7037, depth=8893
Iterator=9149, queue=7038, depth=8894
Iterator=9150, queue=7038, depth=8895
Iterator=9151, queue=7038, depth=8896
Iterator=9152, queue=7040, depth=8897
Iterator=9153, queue=7041, depth=8898
Iterator=9154, queue=7041, depth=8899
Iterator=9155, queue=7042, depth=8900
Iterator=9156, queue=7042, depth=8901
Iterator=9157, queue=7043, depth=8902
Iterator=9158, queue=7045, depth=8903
Iterator=9159, queue=7046, depth=8904
Iterator=9160, queue=7046, depth=8905
Iterator=9161, queue=7047, depth=8906
Iterator=9162, queue=7047, depth=8907
Iterator=9163, queue=7048, depth=8908
Iterator=9164, queue=7050, depth=8909
Iterator=9165, queue=7051, depth=8910
Iterator=9166, queue=7050, depth=8910
Iterator=9167, queue=7050, depth=8911
Iterator=9168, queue=7051, depth=8912
Iterator=9169, queue=7051, depth=8913
Iterator=9170, queue=7052, depth=8914
Iterator=9171, queue=7054, depth=8915
Iterator=9172, queue=7055, depth=8916
Iterator=9173, queue=7055, depth=8917
Iterator=9174, queue=7056, depth=8918
Iterator=9175, queue=7056, depth=8919
Iterator=9176, queue=7057, depth=8920
Iterator=9177, queue=7059, depth=8921
Iterator=9178, queue=7060, depth=8922
Iterator=9179, queue=7060, depth=8923
Iterator=9180, queue=7061, depth=8924
Iterator=9181, queue=7061, depth=8925
Iterator=9182, queue=7062, depth=8926
Iterator=9183, queue=7064, depth=8927
Iterator=9184, queue=7065, depth=8928
Iterator=9185, queue=7065, depth=8929
Iterator=9186, queue=7066, depth=8930
Iterator=9187, queue=7066, depth=8931
Iterator=9188, queue=7067, depth=8932
Iterator=9189, queue=7069, depth=8933
Iterator=9190, queue=7070, depth=8934
Iterator=9191, queue=7070, depth=8935
Iterator=9192, queue=7071, depth=8936
Iterator=9193, queue=7071, depth=8937
Iterator=9194, queue=7072, depth=8938
Iterator=9195, queue=7074, depth=8939
Iterator=9196, queue=7075, depth=8940
Iterator=9197, queue=7075, depth=8941
Iterator=9198, queue=7075, depth=8942
Iterator=9199, queue=7077, depth=8943
Iterator=9200, queue=7078, depth=8944
Iterator=9201, queue=7078, depth=8945
Iterator=9202, queue=7079, depth=8946
Iterator=9203, queue=7079, depth=8947
Iterator=9204, queue=7080, depth=8948
Iterator=9205, queue=7082, depth=8949
Iterator=9206, queue=7083, depth=8950
Iterator=9207, queue=7083, depth=8951
Iterator=9208, queue=7084, depth=8952
Iterator=9209, queue=7084, depth=8953
Iterator=9210, queue=7085, depth=8954
Iterator=9211, queue=7087, depth=8955
Iterator=9212, queue=7088, depth=8956
Iterator=9213, queue=7087, depth=8956
Iterator=9214, queue=7087, depth=8957
Iterator=9215, queue=7088, depth=8958
Iterator=9216, queue=7088, depth=8959
Iterator=9217, queue=7089, depth=8960
Iterator=9218, queue=7091, depth=8961
Iterator=9219, queue=7092, depth=8962
Iterator=9220, queue=7092, depth=8963
Iterator=9221, queue=7093, depth=8964
Iterator=9222, queue=7093, depth=8965
Iterator=9223, queue=7094, depth=8966
Iterator=9224, queue=7096, depth=8967
Iterator=9225, queue=7097, depth=8968
Iterator=9226, queue=7097, depth=8969
Iterator=9227, queue=7098, depth=8970
Iterator=9228, queue=7098, depth=8971
Iterator=9229, queue=7099, depth=8972
Iterator=9230, queue=7101, depth=8973
Iterator=9231, queue=7102, depth=8974
Iterator=9232, queue=7102, depth=8975
Iterator=9233, queue=7103, depth=8976
Iterator=9234, queue=7103, depth=8977
Iterator=9235, queue=7104, depth=8978
Iterator=9236, queue=7106, depth=8979
Iterator=9237, queue=7107, depth=8980
Iterator=9238, queue=7107, depth=8981
Iterator=9239, queue=7108, depth=8982
Iterator=9240, queue=7108, depth=8983
Iterator=9241, queue=7109, depth=8984
Iterator=9242, queue=7111, depth=8985
Iterator=9243, queue=7112, depth=8986
Iterator=9244, queue=7112, depth=8987
Iterator=9245, queue=7112, depth=8988
Iterator=9246, queue=7114, depth=8989
Iterator=9247, queue=7115, depth=8990
Iterator=9248, queue=7115, depth=8991
Iterator=9249, queue=7116, depth=8992
Iterator=9250, queue=7116, depth=8993
Iterator=9251, queue=7117, depth=8994
Iterator=9252, queue=7119, depth=8995
Iterator=9253, queue=7120, depth=8996
Iterator=9254, queue=7120, depth=8997
Iterator=9255, queue=7121, depth=8998
Iterator=9256, queue=7121, depth=8999
Iterator=9257, queue=7122, depth=9000
Iterator=9258, queue=7124, depth=9001
Iterator=9259, queue=7125, depth=9002
Iterator=9260, queue=7124, depth=9002
Iterator=9261, queue=7124, depth=9003
Iterator=9262, queue=7125, depth=9004
Iterator=9263, queue=7125, depth=9005
Iterator=9264, queue=7126, depth=9006
Iterator=9265, queue=7128, depth=9007
Iterator=9266, queue=7129, depth=9008
Iterator=9267, queue=7129, depth=9009
Iterator=9268, queue=7130, depth=9010
Iterator=9269, queue=7130, depth=9011
Iterator=9270, queue=7131, depth=9012
Iterator=9271, queue=7133, depth=9013
Iterator=9272, queue=7134, depth=9014
Iterator=9273, queue=7134, depth=9015
Iterator=9274, queue=7135, depth=9016
Iterator=9275, queue=7135, depth=9017
Iterator=9276, queue=7136, depth=9018
Iterator=9277, queue=7138, depth=9019
Iterator=9278, queue=7139, depth=9020
Iterator=9279, queue=7139, depth=9021
Iterator=9280, queue=7140, depth=9022
Iterator=9281, queue=7140, depth=9023
Iterator=9282, queue=7141, depth=9024
Iterator=9283, queue=7143, depth=9025
Iterator=9284, queue=7144, depth=9026
Iterator=9285, queue=7144, depth=9027
Iterator=9286, queue=7145, depth=9028
Iterator=9287, queue=7145, depth=9029
Iterator=9288, queue=7146, depth=9030
Iterator=9289, queue=7148, depth=9031
Iterator=9290, queue=7149, depth=9032
Iterator=9291, queue=7149, depth=9033
Iterator=9292, queue=7149, depth=9034
Iterator=9293, queue=7151, depth=9035
Iterator=9294, queue=7152, depth=9036
Iterator=9295, queue=7152, depth=9037
Iterator=9296, queue=7153, depth=9038
Iterator=9297, queue=7153, depth=9039
Iterator=9298, queue=7153, depth=9040
Iterator=9299, queue=7153, depth=9041
Iterator=9300, queue=7154, depth=9042
Iterator=9301, queue=7154, depth=9043
Iterator=9302, queue=7155, depth=9044
Iterator=9303, queue=7157, depth=9045
Iterator=9304, queue=7158, depth=9046
Iterator=9305, queue=7158, depth=9047
Iterator=9306, queue=7159, depth=9048
Iterator=9307, queue=7159, depth=9049
Iterator=9308, queue=7160, depth=9050
Iterator=9309, queue=7162, depth=9051
Iterator=9310, queue=7163, depth=9052
Iterator=9311, queue=7163, depth=9053
Iterator=9312, queue=7164, depth=9054
Iterator=9313, queue=7164, depth=9055
Iterator=9314, queue=7165, depth=9056
Iterator=9315, queue=7167, depth=9057
Iterator=9316, queue=7168, depth=9058
Iterator=9317, queue=7168, depth=9059
Iterator=9318, queue=7169, depth=9060
Iterator=9319, queue=7169, depth=9061
Iterator=9320, queue=7170, depth=9062
Iterator=9321, queue=7172, depth=9063
Iterator=9322, queue=7173, depth=9064
Iterator=9323, queue=7173, depth=9065
Iterator=9324, queue=7174, depth=9066
Iterator=9325, queue=7174, depth=9067
Iterator=9326, queue=7175, depth=9068
Iterator=9327, queue=7177, depth=9069
Iterator=9328, queue=7178, depth=9070
Iterator=9329, queue=7178, depth=9071
Iterator=9330, queue=7178, depth=9072
Iterator=9331, queue=7180, depth=9073
Iterator=9332, queue=7181, depth=9074
Iterator=9333, queue=7181, depth=9075
Iterator=9334, queue=7182, depth=9076
Iterator=9335, queue=7182, depth=9077
Iterator=9336, queue=7183, depth=9078
Iterator=9337, queue=7185, depth=9079
Iterator=9338, queue=7186, depth=9080
Iterator=9339, queue=7186, depth=9081
Iterator=9340, queue=7187, depth=9082
Iterator=9341, queue=7187, depth=9083
Iterator=9342, queue=7188, depth=9084
Iterator=9343, queue=7190, depth=9085
Iterator=9344, queue=7191, depth=9086
Iterator=9345, queue=7190, depth=9086
Iterator=9346, queue=7190, depth=9087
Iterator=9347, queue=7191, depth=9088
Iterator=9348, queue=7191, depth=9089
Iterator=9349, queue=7192, depth=9090
Iterator=9350, queue=7194, depth=9091
Iterator=9351, queue=7195, depth=9092
Iterator=9352, queue=7195, depth=9093
Iterator=9353, queue=7196, depth=9094
Iterator=9354, queue=7196, depth=9095
Iterator=9355, queue=7197, depth=9096
Iterator=9356, queue=7199, depth=9097
Iterator=9357, queue=7200, depth=9098
Iterator=9358, queue=7200, depth=9099
Iterator=9359, queue=7201, depth=9100
Iterator=9360, queue=7201, depth=9101
Iterator=9361, queue=7202, depth=9102
Iterator=9362, queue=7204, depth=9103
Iterator=9363, queue=7205, depth=9104
Iterator=9364, queue=7205, depth=9105
Iterator=9365, queue=7206, depth=9106
Iterator=9366, queue=7206, depth=9107
Iterator=9367, queue=7207, depth=9108
Iterator=9368, queue=7209, depth=9109
Iterator=9369, queue=7210, depth=9110
Iterator=9370, queue=7210, depth=9111
Iterator=9371, queue=7211, depth=9112
Iterator=9372, queue=7211, depth=9113
Iterator=9373, queue=7212, depth=9114
Iterator=9374, queue=7214, depth=9115
Iterator=9375, queue=7215, depth=9116
Iterator=9376, queue=7215, depth=9117
Iterator=9377, queue=7215, depth=9118
Iterator=9378, queue=7217, depth=9119
Iterator=9379, queue=7218, depth=9120
Iterator=9380, queue=7218, depth=9121
Iterator=9381, queue=7219, depth=9122
Iterator=9382, queue=7219, depth=9123
Iterator=9383, queue=7219, depth=9124
Iterator=9384, queue=7219, depth=9125
Iterator=9385, queue=7220, depth=9126
Iterator=9386, queue=7220, depth=9127
Iterator=9387, queue=7221, depth=9128
Iterator=9388, queue=7223, depth=9129
Iterator=9389, queue=7224, depth=9130
Iterator=9390, queue=7224, depth=9131
Iterator=9391, queue=7225, depth=9132
Iterator=9392, queue=7225, depth=9133
Iterator=9393, queue=7226, depth=9134
Iterator=9394, queue=7228, depth=9135
Iterator=9395, queue=7229, depth=9136
Iterator=9396, queue=7229, depth=9137
Iterator=9397, queue=7230, depth=9138
Iterator=9398, queue=7230, depth=9139
Iterator=9399, queue=7231, depth=9140
Iterator=9400, queue=7233, depth=9141
Iterator=9401, queue=7234, depth=9142
Iterator=9402, queue=7234, depth=9143
Iterator=9403, queue=7235, depth=9144
Iterator=9404, queue=7235, depth=9145
Iterator=9405, queue=7236, depth=9146
Iterator=9406, queue=7238, depth=9147
Iterator=9407, queue=7239, depth=9148
Iterator=9408, queue=7239, depth=9149
Iterator=9409, queue=7240, depth=9150
Iterator=9410, queue=7240, depth=9151
Iterator=9411, queue=7241, depth=9152
Iterator=9412, queue=7243, depth=9153
Iterator=9413, queue=7244, depth=9154
Iterator=9414, queue=7244, depth=9155
Iterator=9415, queue=7244, depth=9156
Iterator=9416, queue=7246, depth=9157
Iterator=9417, queue=7247, depth=9158
Iterator=9418, queue=7247, depth=9159
Iterator=9419, queue=7248, depth=9160
Iterator=9420, queue=7248, depth=9161
Iterator=9421, queue=7249, depth=9162
Iterator=9422, queue=7251, depth=9163
